GrLivArea,TotalBath,BedroomAbvGr,OverallQual,Age,TotalSF,GarageCars,IsRemodeled,SalePrice
1846,2.0,3,6,58,2886,1,1,143000
2136,2.0,4,5,55,4272,2,0,137900
1490,2.5,3,7,4,2278,2,1,184000
1138,1.0,3,6,49,1726,1,0,145000
1933,2.5,4,6,1,2827,3,0,214000
912,1.0,2,5,43,1824,2,1,147000
1702,1.5,1,9,0,3404,3,0,367294
1507,2.0,4,5,48,2582,1,0,127000
2620,3.0,4,5,30,3981,2,0,190000
1190,1.0,3,5,44,2296,2,0,132500
1224,2.0,2,4,45,1224,2,0,101800
1188,1.0,3,5,51,2376,2,0,142000
1964,1.5,4,5,97,2904,0,1,130000
1784,1.5,4,5,92,2531,1,1,138887
1626,2.5,2,7,7,2390,2,0,175500
1948,2.5,4,7,2,2795,2,1,195000
1141,1.5,3,6,1,2282,2,0,142500
1484,2.0,2,8,1,2960,2,0,265900
1768,2.5,3,7,5,2652,2,0,224900
1689,2.0,3,7,0,3378,3,0,248328
1173,2.0,3,7,36,2226,2,0,170000
2076,2.5,2,10,0,4152,3,0,465000
1517,1.0,3,8,77,2309,2,1,230000
1868,3.5,3,6,23,2453,2,1,178000
1553,2.5,3,7,1,2309,2,1,186500
1034,1.0,3,6,34,2046,3,0,169900
2058,1.5,3,6,91,2793,2,1,129500
988,1.0,3,5,57,1864,1,0,119000
2110,2.5,3,7,42,4220,2,0,244000
1405,2.0,2,7,3,2810,2,0,171750
874,1.0,3,5,41,1738,1,0,130000
2167,2.5,3,7,33,3359,2,1,294000
1656,2.5,3,7,5,2402,2,1,165400
1367,1.0,3,6,76,2251,1,1,127500
1987,2.0,2,8,14,3973,2,0,301500
864,1.0,2,5,87,1728,0,1,99900
1166,2.0,2,7,3,2022,2,0,190000
1054,1.5,3,6,39,2108,2,0,151000
1675,2.5,3,6,10,2516,2,0,181000
1050,1.0,2,5,53,2100,1,0,128900
1788,1.0,5,4,52,2892,1,1,161500
1824,1.0,3,6,88,2588,2,1,180500
1337,2.0,2,6,10,2742,2,1,181000
1452,2.5,3,7,7,2143,2,0,183900
1889,1.5,4,7,97,2814,1,1,122000
2018,2.0,3,9,2,4020,3,1,378500
3447,3.5,4,8,73,4175,3,1,381000
1524,1.5,3,5,49,2398,1,0,144000
1524,0.5,0,7,31,2856,2,0,260000
1489,2.0,3,6,41,2978,2,0,185750
935,1.0,3,5,41,1870,1,0,137000
1357,1.0,2,6,49,2376,1,1,177000
1250,2.0,3,5,97,1911,2,1,139000
1920,2.0,4,5,59,2848,2,1,137000
1395,1.5,3,6,37,2118,2,0,162000
1724,1.5,3,6,42,3404,2,1,197900
2031,2.5,3,8,6,3159,2,0,237000
1128,1.0,2,4,90,1826,2,1,68400
1573,2.0,3,7,7,3146,2,0,227000
1339,2.0,2,7,16,2648,2,0,180000
1040,2.0,3,5,32,2080,2,1,150500
1824,3.0,4,6,39,2736,0,0,139000
2447,2.0,4,6,91,3251,1,1,169000
1412,1.0,4,6,70,2192,1,1,132500
1328,1.5,3,6,47,2656,2,0,143000
1582,2.0,4,5,42,3206,2,0,190000
1659,2.0,2,8,9,3160,2,0,278000
1970,2.5,3,8,0,3055,3,0,281000
1152,1.0,3,5,46,2304,2,0,180500
1302,2.5,3,5,37,1932,1,0,119500
2372,2.0,4,5,117,3366,1,1,107500
1664,2.5,4,7,30,2496,2,0,162900
864,1.0,2,5,51,1728,2,1,115000
1052,1.5,3,5,38,2104,1,0,138500
1128,2.0,3,5,45,2248,2,0,155000
1072,2.0,2,6,1,1619,2,1,140000
1246,1.5,3,5,51,2492,1,1,154000
1983,2.5,3,7,10,2961,2,0,225000
1494,1.0,3,6,67,2265,1,1,177500
2526,2.5,4,8,12,3691,3,0,290000
1616,2.0,3,7,1,3232,3,0,232000
1708,2.0,3,7,2,2684,2,0,130000
1652,2.0,2,9,3,3304,2,1,325000
1368,2.0,2,7,1,2736,2,1,202500
990,1.0,3,5,15,1980,2,1,138000
1122,1.0,2,5,60,2046,2,1,147000
1294,2.0,3,6,17,2572,2,0,179200
1902,2.0,3,7,51,3804,2,1,335000
1274,2.0,3,7,2,2548,2,1,203000
2810,2.5,4,8,17,4263,2,0,302000
2599,2.5,4,9,11,3992,3,0,333168
948,1.0,3,4,53,1896,1,0,119000
2112,2.5,4,6,39,3064,2,0,206900
1630,2.0,3,8,1,3252,3,0,295493
1352,2.0,2,7,1,2704,2,1,208900
1787,2.0,3,8,5,3540,3,1,275000
948,1.0,3,4,53,1812,1,0,111000
1478,1.5,3,6,52,2956,2,0,156500
720,1.0,2,3,59,720,1,1,72500
1923,2.5,3,7,18,2673,2,0,190000
708,1.0,2,4,69,1128,0,1,82500
1795,2.0,2,8,1,3590,3,1,147000
796,1.0,2,4,86,1592,0,1,55000
774,1.0,3,3,76,1318,0,1,79000
816,1.0,3,5,26,1632,1,1,130500
2792,2.0,5,6,88,4302,2,1,256000
1632,2.5,3,7,8,2567,2,0,176500
1588,2.0,3,8,1,3176,3,0,227000
954,1.0,3,5,30,1865,2,0,132500
816,1.0,2,4,71,1632,1,1,100000
1360,1.5,2,5,68,2163,1,1,125500
1365,1.5,3,5,39,2130,2,0,125000
1334,2.0,2,6,32,2684,2,0,167900
1656,2.0,4,5,35,3312,2,0,135000
693,1.0,2,4,65,1386,0,1,52500
1861,2.5,3,7,4,2777,2,0,200000
864,1.0,3,5,34,1728,1,0,128500
872,1.0,3,4,36,1730,4,0,123000
1114,1.0,3,6,5,2228,2,1,155000
2169,2.5,3,8,5,3453,2,0,228500
1913,1.5,3,6,81,2809,2,1,177000
1456,2.5,3,7,1,2184,2,0,155835
960,1.0,2,4,87,1920,1,1,108500
2156,2.0,3,7,38,3724,2,1,262500
1776,2.0,3,8,1,3508,3,1,283463
1494,2.0,3,7,9,2976,2,0,215000
2358,2.0,4,8,136,2837,0,1,122000
2634,3.0,6,5,40,3882,4,0,200000
1716,1.5,4,6,46,2574,2,0,171000
1176,1.0,2,6,72,1874,2,1,134900
3238,2.5,4,8,15,5271,3,1,410000
1865,2.5,3,7,8,2857,3,0,235000
1920,3.0,4,7,38,2490,2,1,170000
892,1.0,3,5,42,1756,1,0,110000
1078,1.5,3,5,39,2156,2,1,149900
1573,2.5,3,6,10,2329,2,0,177500
1980,2.0,3,9,2,3960,3,1,315000
2601,3.5,4,5,87,3213,2,1,189000
1530,2.0,3,7,4,3060,2,0,260000
1738,2.0,4,4,89,2453,1,1,104900
1412,2.5,3,6,1,2028,2,1,156932
1200,2.5,2,7,1,1720,2,0,144152
1674,2.5,3,7,10,2488,2,0,216000
1790,2.5,3,7,9,2663,2,0,193000
1475,2.0,4,5,29,2232,1,0,127000
848,1.0,1,6,6,1696,2,1,144000
1668,2.0,3,8,7,3325,2,0,232000
1374,1.0,2,4,89,2214,1,1,105000
1661,1.0,3,6,53,2653,1,1,165500
2097,2.5,3,7,8,3205,2,0,274300
2633,2.5,2,10,6,5266,3,1,466500
1958,2.5,3,7,3,2984,3,0,250000
1571,2.0,3,8,0,3142,3,0,239000
790,1.0,2,6,78,1558,1,1,91000
1604,2.0,3,5,68,2588,2,1,117000
987,1.5,2,6,33,1470,1,0,83000
1394,2.5,3,5,2,1778,2,1,167500
864,1.0,2,3,96,1728,1,1,58500
2117,2.5,4,6,38,3322,2,0,237500
1762,1.5,4,7,86,2358,2,1,157000
1416,2.0,3,5,89,2232,2,1,112000
1258,1.0,2,6,70,1818,1,1,105000
1154,1.0,3,4,88,1950,1,1,125500
2784,3.5,5,7,28,4176,2,0,250000
2526,2.0,5,6,91,3240,1,1,136000
1746,2.0,3,9,3,3492,3,1,377500
1218,1.0,3,6,66,1953,2,1,131000
1525,2.0,3,7,6,3050,2,0,235000
1584,2.0,4,5,42,3168,3,0,124000
900,1.0,3,5,39,1764,1,0,123000
1912,2.0,3,6,103,2394,2,1,163000
1500,2.0,2,7,0,2856,3,0,246578
2482,2.5,4,8,2,3576,3,1,281213
1687,1.0,3,5,62,2434,2,1,160000
1513,1.5,4,5,87,2452,1,1,137500
1904,1.5,3,5,59,3112,1,1,138000
1608,2.5,3,6,84,2584,1,1,137450
1158,1.0,3,6,79,2020,1,1,120000
1593,2.5,3,6,4,2432,2,0,193000
1294,2.0,2,7,0,2580,2,0,193879
1464,2.0,3,8,0,2949,3,0,282922
1214,1.0,3,3,91,1886,3,1,105000
1646,2.0,2,8,4,3240,2,1,275000
768,1.0,2,5,37,1536,2,1,133000
833,1.0,3,5,24,1666,0,0,112000
1363,1.0,3,4,100,1985,2,1,125500
2093,2.5,3,7,22,2884,2,1,215000
1840,2.5,3,7,8,2784,2,0,230000
1668,1.5,3,6,59,2524,1,1,140000
1040,2.0,2,4,60,1040,2,1,90000
1844,2.0,2,8,4,3688,2,1,257000
1848,1.5,4,6,85,2681,2,1,207000
1569,2.0,1,7,2,2955,3,0,175900
2290,2.0,4,4,125,3067,2,1,122500
2450,2.5,3,8,11,3734,3,0,340000
1144,1.5,3,5,45,2288,1,0,124000
1844,2.0,3,6,37,3688,2,0,223000
1416,2.5,3,6,38,2124,2,0,179900
1069,2.0,2,6,33,2138,2,0,127500
848,1.0,1,6,5,1696,2,0,136500
2201,2.0,4,6,40,2898,2,0,274970
1344,1.0,2,5,49,2368,1,1,144000
1252,1.0,3,6,49,2504,2,0,142000
2127,2.5,3,7,14,3350,2,0,271000
1558,1.5,3,5,63,2471,1,1,140000
804,1.0,2,5,70,1592,1,1,119000
1440,2.0,3,6,26,2880,2,0,182900
1838,2.5,4,5,1,2570,2,0,192140
958,2.0,2,6,33,1916,2,0,143750
968,2.0,4,4,80,1624,1,1,64500
1792,2.5,3,6,8,2728,2,0,186500
1126,2.0,3,5,29,2252,2,0,160000
1537,1.5,3,6,46,2856,2,1,174000
864,1.0,3,4,36,1728,2,0,120500
1932,2.0,2,8,0,3864,3,0,394617
1236,1.0,2,6,53,2148,2,1,149700
1725,2.5,3,7,28,2264,2,0,197000
2555,2.0,3,6,86,2759,2,1,191000
848,1.0,1,6,4,1696,2,0,149300
2007,2.5,3,10,1,3024,3,0,310000
952,1.0,2,6,93,1904,1,1,121000
1422,2.0,3,7,3,2844,2,0,179600
913,1.0,3,6,41,1727,1,0,129000
1188,1.0,3,5,48,2376,1,0,157900
2090,2.5,3,8,12,3310,2,1,240000
1346,1.5,2,4,97,1906,1,1,112000
630,1.0,1,5,36,1260,0,0,92000
1792,3.0,4,5,35,2688,0,0,136000
1578,2.0,3,8,1,3151,3,1,287090
1072,1.0,2,5,1,1619,2,0,145000
1140,1.0,3,5,0,2280,0,0,84500
1221,2.0,2,7,5,2442,2,1,185000
1647,2.5,3,6,8,2600,2,1,175000
2073,2.0,3,6,32,3615,2,1,210000
2340,2.0,4,7,69,3492,1,1,266500
1078,1.0,2,5,60,2156,1,1,142125
1256,1.5,3,5,43,2512,1,0,147500
